"","QuerySeq","Subject","Identity","AlignLength","Mismatches","GapOpenings","QStart","QEnd","SStart","SEnd","EValue","Bitscore","Species","QuerySeq_sub","Function","Group"
"657","sp|O04492|DRB1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g6627.t2",32.308,65,40,3,103,165,7,69,4.1,30,"pmea","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"658","sp|Q9ZVD0|SRRT_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g24969.t3",30.973,113,52,2,194,280,145,257,4.12e-06,50.4,"pmea","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"659","sp|Q9ZVD0|SRRT_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g24969.t3",26.087,161,98,6,402,550,991,1142,9.76e-05,45.8,"pmea","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"660","sp|Q0WP44|HASTY_ARATH","Pocillopora_meandrina_HIv1___TS.g24628.t2",20.147,1226,830,33,14,1147,14,1182,2.26e-44,176,"pmea","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"661","sp|Q9C5Q8|HEN1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g7234.t1",33.333,261,148,6,679,927,17,263,5.23e-36,144,"pmea","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"662","sp|O04379|AGO1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g29941.t1",44.405,849,420,17,177,1009,14,826,0,711,"pmea","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"663","sp|Q9ZVD5|AGO4_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g29941.t1",34.533,889,477,29,47,898,7,827,6.97e-137,430,"pmea","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"664","sp|Q9NRR4|RNC_HUMAN","Pseudodiploria_strigosa_24125",63.846,130,47,0,1211,1340,4,133,1.34e-53,182,"pstr","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"665","sp|Q9UPY3|DICER_HUMAN","Pseudodiploria_strigosa_19110",45.128,195,98,4,1728,1915,1,193,4.01e-48,169,"pstr","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"666","sp|Q8WYQ5|DGCR8_HUMAN","Pseudodiploria_strigosa_4324",38.333,180,104,2,595,773,3,176,2.78e-36,133,"pstr","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"670","sp|Q9BXP5|SRRT_HUMAN","Pseudodiploria_strigosa_31326",46.798,406,170,11,490,865,1,390,2.58e-96,306,"pstr","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"671","sp|Q9HAV4|XPO5_HUMAN","Pseudodiploria_strigosa_21291",45.217,115,59,2,112,225,1,112,1.02e-25,101,"pstr","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"672","sp|Q5T8I9|HENMT_HUMAN","Pseudodiploria_strigosa_21427",36.842,38,18,1,32,69,31,62,0.69,29.3,"pstr","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"673","sp|Q9UL18|AGO1_HUMAN","Pseudodiploria_strigosa_18325",73.171,369,97,1,491,857,1,369,0,562,"pstr","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"674","sp|Q9UKV8|AGO2_HUMAN","Pseudodiploria_strigosa_18325",74.797,369,91,1,493,859,1,369,0,578,"pstr","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"675","sp|Q9SP32|DCL1_ARATH","Pseudodiploria_strigosa_18974",45.638,149,78,2,265,411,2,149,5.11e-38,138,"pstr","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"676","sp|O04492|DRB1_ARATH","Pseudodiploria_strigosa_1650",39.394,66,35,1,103,168,103,163,7.62e-07,47.8,"pstr","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"677","sp|O04492|DRB1_ARATH","Pseudodiploria_strigosa_1650",42.424,66,33,2,17,82,103,163,9.57e-06,44.3,"pstr","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"678","sp|Q9ZVD0|SRRT_ARATH","Pseudodiploria_strigosa_26008",31.915,188,114,7,107,280,45,232,2.41e-12,67.8,"pstr","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"679","sp|Q0WP44|HASTY_ARATH","Pseudodiploria_strigosa_21291",28.889,90,64,0,109,198,1,90,7.59e-08,50.8,"pstr","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"680","sp|Q9C5Q8|HEN1_ARATH","Pseudodiploria_strigosa_5495",44.737,38,20,1,717,754,78,114,0.05,35.4,"pstr","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"681","sp|O04379|AGO1_ARATH","Pseudodiploria_strigosa_18325",53.889,360,136,8,647,1003,3,335,1.53e-120,373,"pstr","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"682","sp|Q9ZVD5|AGO4_ARATH","Pseudodiploria_strigosa_18325",44.22,346,164,11,560,895,9,335,7.27e-78,256,"pstr","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"683","sp|Q9NRR4|RNC_HUMAN","Seriatopora_hystrix_99681",60.484,372,141,3,1003,1371,1,369,6.01e-149,456,"shys","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"684","sp|Q9NRR4|RNC_HUMAN","Seriatopora_hystrix_99681",32.5,120,74,3,962,1080,138,251,9.28e-11,64.7,"shys","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"685","sp|Q9UPY3|DICER_HUMAN","Seriatopora_hystrix_96208",44.878,205,103,4,518,720,1,197,2.98e-44,159,"shys","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"686","sp|Q8WYQ5|DGCR8_HUMAN","Seriatopora_hystrix_57859",41.631,233,126,5,541,773,9,231,1.18e-54,187,"shys","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"690","sp|Q9BXP5|SRRT_HUMAN","Seriatopora_hystrix_58548",48.356,517,188,13,408,876,749,1234,7.56e-141,448,"shys","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"691","sp|Q9BXP5|SRRT_HUMAN","Seriatopora_hystrix_58548",45.848,277,131,8,1,269,31,296,1.12e-56,211,"shys","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"692","sp|Q9HAV4|XPO5_HUMAN","Seriatopora_hystrix_82668",31.481,270,173,6,839,1102,3,266,1.69e-41,152,"shys","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"693","sp|Q5T8I9|HENMT_HUMAN","Seriatopora_hystrix_84193",21.168,137,104,2,156,292,203,335,0.38,32,"shys","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"694","sp|Q9UL18|AGO1_HUMAN","Seriatopora_hystrix_8934",70.141,566,167,2,152,715,8,573,0,848,"shys","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"695","sp|Q9UKV8|AGO2_HUMAN","Seriatopora_hystrix_8934",70.506,573,167,2,147,717,1,573,0,849,"shys","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"696","sp|Q9SP32|DCL1_ARATH","Seriatopora_hystrix_96208",37.811,201,115,6,729,927,1,193,1.54e-29,117,"shys","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"697","sp|O04492|DRB1_ARATH","Seriatopora_hystrix_90640",34.884,172,82,6,16,168,94,254,4.71e-10,59.3,"shys","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"698","sp|Q9ZVD0|SRRT_ARATH","Seriatopora_hystrix_58548",40.909,88,50,2,194,280,175,261,1.49e-12,70.5,"shys","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"699","sp|Q9ZVD0|SRRT_ARATH","Seriatopora_hystrix_58548",25.153,163,101,6,400,550,972,1125,0.000108,44.7,"shys","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"700","sp|Q0WP44|HASTY_ARATH","Seriatopora_hystrix_54018",32.895,76,51,0,105,180,4,79,4.3e-07,49.3,"shys","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"701","sp|Q9C5Q8|HEN1_ARATH","Seriatopora_hystrix_45169",37.288,59,29,2,71,126,31,84,0.12,33.5,"shys","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"702","sp|O04379|AGO1_ARATH","Seriatopora_hystrix_8934",41.667,600,312,12,306,894,1,573,4.4e-156,473,"shys","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"703","sp|Q9ZVD5|AGO4_ARATH","Seriatopora_hystrix_8934",33.554,605,345,21,209,789,1,572,3.88e-84,280,"shys","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"704","sp|Q9NRR4|RNC_HUMAN","Stylophora_pistillata_8128",55.872,877,363,10,509,1373,345,1209,0,1013,"spis","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"705","sp|Q9UPY3|DICER_HUMAN","Stylophora_pistillata_19915",36.578,1058,560,31,45,1078,25,995,9.73e-170,557,"spis","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"706","sp|Q9UPY3|DICER_HUMAN","Stylophora_pistillata_19915",43.668,229,89,4,1552,1773,1205,1400,2.82e-43,173,"spis","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"707","sp|Q9UPY3|DICER_HUMAN","Stylophora_pistillata_19915",48.387,93,47,1,1292,1384,1059,1150,8.01e-19,93.2,"spis","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"708","sp|Q9UPY3|DICER_HUMAN","Stylophora_pistillata_19915",25.217,115,77,3,1651,1761,1030,1139,0.75,34.3,"spis","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"709","sp|Q9UPY3|DICER_HUMAN","Stylophora_pistillata_19915",23.81,126,88,3,1231,1353,1249,1369,3,32.3,"spis","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"710","sp|Q8WYQ5|DGCR8_HUMAN","Stylophora_pistillata_19902",36.895,496,269,11,289,773,121,583,6.06e-92,299,"spis","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"712","sp|Q9BXP5|SRRT_HUMAN","Stylophora_pistillata_20115",41.667,36,20,1,762,796,47,82,0.79,32.7,"spis","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"713","sp|Q9HAV4|XPO5_HUMAN","Stylophora_pistillata_16362",38.64,691,391,9,12,682,7,684,1.21e-152,473,"spis","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"714","sp|Q5T8I9|HENMT_HUMAN","Stylophora_pistillata_4803",46.591,88,46,1,145,231,1,88,5.83e-23,98.6,"spis","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"715","sp|Q9UL18|AGO1_HUMAN","Stylophora_pistillata_3410",49.238,853,384,21,24,856,205,1028,0,797,"spis","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"716","sp|Q9UKV8|AGO2_HUMAN","Stylophora_pistillata_3410",50.41,853,376,21,25,858,204,1028,0,825,"spis","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"717","sp|Q9SP32|DCL1_ARATH","Stylophora_pistillata_19915",29.425,887,507,26,249,1093,24,833,5.51e-77,282,"spis","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"718","sp|Q9SP32|DCL1_ARATH","Stylophora_pistillata_19915",34.301,379,204,13,1330,1672,1038,1407,8.32e-48,188,"spis","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"719","sp|Q9SP32|DCL1_ARATH","Stylophora_pistillata_19915",28.313,166,100,5,1190,1351,842,992,2.09e-09,62.4,"spis","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"720","sp|O04492|DRB1_ARATH","Stylophora_pistillata_5433",39.394,66,35,1,103,168,645,705,2.11e-06,49.3,"spis","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"721","sp|O04492|DRB1_ARATH","Stylophora_pistillata_5433",41.791,67,34,2,17,83,645,706,0.00033,42.4,"spis","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"722","sp|O04492|DRB1_ARATH","Stylophora_pistillata_5433",35.821,67,41,1,16,82,489,553,0.007,38.1,"spis","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"723","sp|O04492|DRB1_ARATH","Stylophora_pistillata_5433",27.586,145,74,4,9,126,373,513,0.031,35.8,"spis","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"724","sp|Q9ZVD0|SRRT_ARATH","Stylophora_pistillata_9671",41.176,85,38,4,58,134,942,1022,0.8,32.3,"spis","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"725","sp|Q0WP44|HASTY_ARATH","Stylophora_pistillata_16362",20.544,735,496,18,5,699,2,688,1.32e-28,122,"spis","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"726","sp|Q9C5Q8|HEN1_ARATH","Stylophora_pistillata_4803",37.288,118,57,3,813,927,5,108,1.88e-17,84.7,"spis","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"727","sp|O04379|AGO1_ARATH","Stylophora_pistillata_3410",41.338,837,431,22,180,996,205,1001,0,587,"spis","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"728","sp|Q9ZVD5|AGO4_ARATH","Stylophora_pistillata_3410",32.751,858,474,31,56,877,204,994,5.39e-125,403,"spis","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"729","sp|Q9NRR4|RNC_HUMAN","Trichoplax_adherens_7435",47.644,191,97,2,987,1176,1,189,2.71e-53,183,"tadh","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Placozoan"
"730","sp|Q9NRR4|RNC_HUMAN","Trichoplax_adherens_7435",28.571,119,70,2,1166,1269,2,120,8.8e-06,46.6,"tadh","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Placozoan"
"731","sp|Q9NRR4|RNC_HUMAN","Trichoplax_adherens_7435",43.243,37,21,0,962,998,153,189,0.017,37,"tadh","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Placozoan"
"732","sp|Q9UPY3|DICER_HUMAN","Trichoplax_adherens_5897",28.814,649,370,23,444,1064,414,998,2.85e-61,231,"tadh","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Placozoan"
"733","sp|Q9UPY3|DICER_HUMAN","Trichoplax_adherens_5897",30.449,312,184,5,43,332,54,354,1.46e-33,140,"tadh","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Placozoan"
"734","sp|Q9UPY3|DICER_HUMAN","Trichoplax_adherens_5897",27.124,306,162,9,1550,1845,1149,1403,1.77e-21,101,"tadh","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Placozoan"
"735","sp|Q9UPY3|DICER_HUMAN","Trichoplax_adherens_5897",29.412,102,69,1,1297,1395,1035,1136,2.97e-07,54.3,"tadh","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Placozoan"
"736","sp|Q9UPY3|DICER_HUMAN","Trichoplax_adherens_5897",40.476,42,23,1,1293,1332,1235,1276,0.48,33.9,"tadh","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Placozoan"
"737","sp|Q8WYQ5|DGCR8_HUMAN","Trichoplax_adherens_333",30,40,28,0,301,340,119,158,0.19,33.9,"tadh","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Placozoan"
"739","sp|Q9BXP5|SRRT_HUMAN","Trichoplax_adherens_4492",35.145,791,396,21,1,768,1,697,2.24e-120,380,"tadh","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Placozoan"
"740","sp|Q9HAV4|XPO5_HUMAN","Trichoplax_adherens_6905",27.336,856,463,18,1,848,5,709,2.05e-82,288,"tadh","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Placozoan"
"741","sp|Q9HAV4|XPO5_HUMAN","Trichoplax_adherens_6905",33.333,123,74,4,1078,1197,786,903,9.92e-13,71.2,"tadh","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Placozoan"
"742","sp|Q5T8I9|HENMT_HUMAN","Trichoplax_adherens_9951",29.545,44,31,0,24,67,5,48,2.8,27.7,"tadh","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Placozoan"
"743","sp|Q9UL18|AGO1_HUMAN","Trichoplax_adherens_11029",36.25,800,424,20,24,815,12,733,1.88e-158,480,"tadh","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Placozoan"
"744","sp|Q9UKV8|AGO2_HUMAN","Trichoplax_adherens_11029",37.046,799,419,18,26,817,12,733,2.07e-167,503,"tadh","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Placozoan"
"745","sp|Q9SP32|DCL1_ARATH","Trichoplax_adherens_6187",29.928,558,311,17,1254,1756,108,640,3.56e-52,195,"tadh","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Placozoan"
"746","sp|O04492|DRB1_ARATH","Trichoplax_adherens_3817",20.732,82,50,2,88,156,21,100,1.1,28.9,"tadh","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Placozoan"
"747","sp|Q9ZVD0|SRRT_ARATH","Trichoplax_adherens_4492",27.65,217,139,5,71,271,11,225,5.15e-11,64.7,"tadh","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Placozoan"
"748","sp|Q9ZVD0|SRRT_ARATH","Trichoplax_adherens_4492",25.658,152,93,5,413,550,546,691,0.000692,41.6,"tadh","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Placozoan"
"749","sp|Q0WP44|HASTY_ARATH","Trichoplax_adherens_6905",33.621,116,75,2,53,166,58,173,2.32e-10,63.5,"tadh","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Placozoan"
"750","sp|Q9C5Q8|HEN1_ARATH","Trichoplax_adherens_1270",29.221,154,87,7,714,856,73,215,0.004,38.5,"tadh","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Placozoan"
"751","sp|O04379|AGO1_ARATH","Trichoplax_adherens_11029",51.89,291,118,4,706,996,465,733,1.98e-89,302,"tadh","O04379","Plant: miRNA effector — guides RISC (AGO1)","Placozoan"
"752","sp|O04379|AGO1_ARATH","Trichoplax_adherens_11029",35.321,436,262,12,179,610,11,430,5.03e-67,239,"tadh","O04379","Plant: miRNA effector — guides RISC (AGO1)","Placozoan"
"753","sp|Q9ZVD5|AGO4_ARATH","Trichoplax_adherens_11029",39.873,316,159,6,614,923,473,763,2.98e-64,229,"tadh","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Placozoan"
"754","sp|Q9ZVD5|AGO4_ARATH","Trichoplax_adherens_11029",25,492,308,19,59,537,14,457,2.32e-33,136,"tadh","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Placozoan"
